267 Beautifly 70 50 65 1 6 7.1
268 Cascoon 35 55 15 0.7 5 6.1
269 Dustox 50 70 65 1.2 6 7.1
270 Lotad 30 30 30 0.5 4 5.1
271 Lombre 50 50 50 1.2 6 7.1
272 Ludicolo 70 70 70 1.5 8 9.1
273 Seedot 40 50 30 0.5 4 5.1
274 Nuzleaf 70 40 60 1 7 8.1
275 Shiftry 100 60 80 1.3 9 10
276 Taillow 55 30 85 0.3 4 5.1
277 Swellow 85 60 125 0.7 6 7.1
278 Wingull 30 30 85 0.6 4 5.1
279 Pelipper 50 100 65 1.2 6 7.1
280 Ralts 25 25 40 0.4 2.8 3.9
281 Kirlia 35 35 50 0.8 3.8 4.9
282 Gardevoir 85 65 100 1.6 6.8 7.9
283 Surskit 30 32 65 0.5 4 5.1
284 Masquerain 60 62 80 0.8 7 8.1
285 Shroomish 40 60 35 0.4 6 7.1
286 Breloom 130 80 70 1.2 6 7.1
287 Slakoth 60 60 30 0.8 6 7.1
288 Vigoroth 80 80 90 1.4 8 9.1
289 Slaking 160 100 100 2 10 10
290 Nincada 45 90 40 0.5 3.1 4.2
291 Ninjask 90 45 160 0.8 6.1 7.2
292 Shedinja 90 45 40 0.8 0.1 1.2
293 Whismur 51 23 28 0.6 6.4 7.5
294 Loudred 71 43 48 1 8.4 9.5
295 Exploud 91 63 68 1.5 10 10
296 Makuhita 60 30 25 1 7.2 8.3
297 Hariyama 120 60 50 2.3 10 10
298 Azurill 20 40 20 0.2 5 6.1
299 Nosepass 45 135 30 1 3 4.1
300 Skitty 45 45 50 0.6 5 6.1
301 Delcatty 65 65 90 1.1 7 8.1
302 Sableye 85 125 20 0.5 5 6.1
303 Mawile 105 125 50 0.6 5 6.1
304 Aron 70 100 30 0.4 5 6.1
305 Lairon 90 140 40 0.9 6 7.1
306 Aggron 140 230 50 2.1 7 8.1
307 Meditite 40 55 60 0.6 3 4.1
308 Medicham 100 85 100 1.3 6 7.1
309 Electrike 45 40 65 0.6 4 5.1
310 Manectric 75 80 135 1.5 7 8.1
311 Plusle 50 40 95 0.4 6 7.1
312 Minun 40 50 95 0.4 6 7.1
313 Volbeat 73 75 85 0.7 6.5 7.6
314 Illumise 47 75 85 0.6 6.5 7.6
315 Roselia 60 45 65 0.3 5 6.1
316 Gulpin 43 53 40 0.4 7 8.1
317 Swalot 73 83 55 1.7 10 10
318 Carvanha 90 20 65 0.8 4.5 5.6
319 Sharpedo 140 70 105 1.8 7 8.1
320 Wailmer 70 35 60 2 10 10
321 Wailord 90 45 60 10 10 10
322 Numel 60 40 35 0.7 6 7.1
323 Camerupt 120 100 20 1.9 7 8.1
324 Torkoal 85 140 20 0.5 7 8.1
325 Spoink 25 35 60 0.7 6 7.1
326 Grumpig 45 65 80 0.9 8 9.1
327 Spinda 60 60 60 1.1 6 7.1
328 Trapinch 100 45 10 0.7 4.5 5.6
329 Vibrava 70 50 70 1.1 5 6.1
330 Flygon 100 80 100 2 8 9.1
331 Cacnea 85 40 35 0.4 5 6.1
332 Cacturne 115 60 55 1.3 7 8.1
333 Swablu 40 60 50 0.4 4.5 5.6
334 Altaria 110 110 80 1.1 7.5 8.6
335 Zangoose 115 60 90 1.3 7.3 8.4
336 Seviper 100 60 65 2.7 7.3 8.4
337 Lunatone 55 65 70 1 9 10
338 Solrock 95 85 70 1.2 9 10
339 Barboach 48 43 60 0.4 5 6.1
340 Whiscash 78 73 60 0.9 10 10
341 Corphish 80 65 35 0.6 4.3 5.4
342 Crawdaunt 120 85 55 1.1 6.3 7.4
343 Baltoy 40 55 55 0.5 4 5.1
344 Claydol 70 105 75 1.5 6 7.1
345 Lileep 41 77 23 1 6.6 7.7
346 Cradily 81 97 43 1.5 8.6 9.7
347 Anorith 95 50 75 0.7 4.5 5.6
348 Armaldo 125 100 45 1.5 7.5 8.6
349 Feebas 15 20 80 0.6 2 3.1
350 Milotic 60 79 81 6.2 9.5 10
351 Castform 70 70 70 0.3 7 8.1
352 Kecleon 90 70 40 1 6 7.1
353 Shuppet 75 35 45 0.6 4.4 5.5
354 Banette 165 75 75 1.1 6.4 7.5
355 Duskull 40 90 25 0.8 2 3.1
356 Dusclops 70 130 25 1.6 4 5.1
357 Tropius 68 83 51 2 9.9 10
358 Chimecho 50 80 65 0.6 7.5 8.6
359 Absol 150 60 115 1.2 6.5 7.6
360 Wynaut 23 48 23 0.6 9.5 10
361 Snorunt 50 50 50 0.7 5 6.1
362 Glalie 120 80 100 1.5 8 9.1
363 Spheal 40 50 25 0.8 7 8.1
364 Sealeo 60 70 45 1.1 9 10
365 Walrein 80 90 65 1.4 10 10
366 Clamperl 64 85 32 0.4 3.5 4.6
367 Huntail 104 105 52 1.7 5.5 6.6
368 Gorebyss 84 105 52 1.8 5.5 6.6
369 Relicanth 90 130 55 1 10 10
370 Luvdisc 30 55 97 0.6 4.3 5.4
371 Bagon 75 60 50 0.6 4.5 5.6
372 Shelgon 95 100 50 1.1 6.5 7.6
373 Salamence 145 130 120 1.5 9.5 10
374 Beldum 55 80 30 0.6 4 5.1
375 Metang 75 100 50 1.2 6 7.1
376 Metagross 145 150 110 1.6 8 9.1
377 Regirock 100 200 50 1.7 8 9.1
378 Regice 50 100 50 1.8 8 9.1
379 Registeel 75 150 50 1.9 8 9.1
380 Latias 100 120 110 1.4 8 9.1
381 Latios 130 100 110 2 8 9.1
382 Kyogre 150 90 90 4.5 10 10
383 Groudon 180 160 90 3.5 10 10
384 Rayquaza 180 100 115 7 10 10
385 Jirachi 100 100 100 0.3 10 10
386 Deoxys 95 90 180 1.7 5 6.1
387 Turtwig 68 64 31 0.4 5.5 6.6
388 Grotle 89 85 36 1.1 7.5 8.6
389 Torterra 109 105 56 2.2 9.5 10
390 Chimchar 58 44 61 0.5 4.4 5.5
391 Monferno 78 52 81 0.9 6.4 7.5
392 Infernape 104 71 108 1.2 7.6 8.7
393 Piplup 51 53 40 0.4 5.3 6.4
394 Prinplup 66 68 50 0.8 6.4 7.5
395 Empoleon 86 88 60 1.7 8.4 9.5
396 Starly 55 30 60 0.3 4 5.1
397 Staravia 75 50 80 0.6 5.5 6.6
398 Staraptor 120 70 100 1.2 8.5 9.6
399 Bidoof 45 40 31 0.5 5.9 7
400 Bibarel 85 60 71 1 7.9 9
401 Kricketot 25 41 25 0.3 3.7 4.8
402 Kricketune 85 51 65 1 7.7 8.8
403 Shinx 65 34 45 0.5 4.5 5.6
404 Luxio 85 49 60 0.9 6 7.1
405 Luxray 120 79 70 1.4 8 9.1
406 Budew 30 35 55 0.2 4 5.1
407 Roserade 70 65 90 0.9 6 7.1
408 Cranidos 125 40 58 0.9 6.7 7.8
409 Rampardos 165 60 58 1.6 9.7 10
410 Shieldon 42 118 30 0.5 3 4.1
411 Bastiodon 52 168 30 1.3 6 7.1
412 Burmy 29 45 36 0.2 4 5.1
413 Wormadam 69 95 36 0.5 6 7.1
414 Mothim 94 50 66 0.9 7 8.1
415 Combee 30 42 70 0.3 3 4.1
416 Vespiquen 80 102 40 1.2 7 8.1
417 Pachirisu 45 70 95 0.4 6 7.1
418 Buizel 65 35 85 0.7 5.5 6.6
419 Floatzel 105 55 115 1.1 8.5 9.6
420 Cherubi 35 45 35 0.4 4.5 5.6
421 Cherrim 60 70 85 0.5 7 8.1
422 Shellos 48 48 34 0.3 7.6 8.7
423 Gastrodon 83 68 39 0.9 10 10
424 Ambipom 100 66 115 1.2 7.5 8.6
425 Drifloon 50 34 70 0.4 9 10
426 Drifblim 80 44 80 1.2 10 10
427 Buneary 66 44 85 0.4 5.5 6.6
428 Lopunny 136 94 135 1.2 6.5 7.6
429 Mismagius 60 60 105 0.9 6 7.1
430 Honchkrow 125 52 71 0.9 10 10
431 Glameow 55 42 85 0.5 4.9 6
432 Purugly 82 64 112 1 7.1 8.2
433 Chingling 30 50 45 0.2 4.5 5.6
434 Stunky 63 47 74 0.4 6.3 7.4
435 Skuntank 93 67 84 1 10 10
436 Bronzor 24 86 23 0.5 5.7 6.8
437 Bronzong 89 116 33 1.3 6.7 7.8
438 Bonsly 80 95 10 0.5 5 6.1
439 Mime-Jr. 25 45 60 0.6 2 3.1
440 Happiny 5 5 30 0.6 10 10
441 Chatot 65 45 91 0.5 7.6 8.7
442 Spiritomb 92 108 35 1 5 6.1
443 Gible 70 45 42 0.7 5.8 6.9
444 Gabite 90 65 82 1.4 6.8 7.9
445 Garchomp 170 115 92 1.9 10 10
446 Munchlax 85 40 5 0.6 10 10
447 Riolu 70 40 60 0.7 4 5.1
448 Lucario 145 88 112 1.2 7 8.1
449 Hippopotas 72 78 32 0.8 6.8 7.9
450 Hippowdon 112 118 47 2 10 10
451 Skorupi 50 90 65 0.8 4 5.1
452 Drapion 90 110 95 1.3 7 8.1
453 Croagunk 61 40 50 0.7 4.8 5.9
454 Toxicroak 106 65 85 1.3 8.3 9.4
455 Carnivine 100 72 46 1.4 7.4 8.5
456 Finneon 49 56 66 0.4 4.9 6
457 Lumineon 69 76 91 1.2 6.9 8
458 Mantyke 20 50 50 1 4.5 5.6
459 Snover 62 50 40 1 6 7.1
460 Abomasnow 132 105 30 2.2 9 10
461 Weavile 120 65 125 1.1 7 8.1
462 Magnezone 70 115 60 1.2 7 8.1
463 Lickilicky 85 95 50 1.7 10 10
464 Rhyperior 140 130 40 2.4 10 10
465 Tangrowth 100 125 50 2 10 10
466 Electivire 123 67 95 1.8 7.5 8.6
467 Magmortar 95 67 83 1.6 7.5 8.6
468 Togekiss 50 95 80 1.5 8.5 9.6
469 Yanmega 76 86 95 1.9 8.6 9.7
470 Leafeon 110 130 95 1 6.5 7.6
471 Glaceon 60 110 65 0.8 6.5 7.6
472 Gliscor 95 125 95 2 7.5 8.6
473 Mamoswine 130 80 80 2.5 10 10
474 Porygon-Z 80 70 90 0.9 8.5 9.6
475 Gallade 165 95 110 1.6 6.8 7.9
476 Probopass 55 145 40 1.4 6 7.1
477 Dusknoir 100 135 45 2.2 4.5 5.6
478 Froslass 80 70 110 1.3 7 8.1
479 Rotom 65 107 86 0.3 5 6.1
480 Uxie 75 130 95 0.3 7.5 8.6
481 Mesprit 105 105 80 0.3 8 9.1
482 Azelf 125 70 115 0.3 7.5 8.6
483 Dialga 120 120 90 5.4 10 10
484 Palkia 120 100 100 4.2 9 10
485 Heatran 90 106 77 1.7 9.1 10
486 Regigigas 160 110 100 3.7 10 10
487 Giratina 120 100 90 4.5 10 10
488 Cresselia 70 120 85 1.5 10 10
489 Phione 80 80 80 0.4 8 9.1
490 Manaphy 100 100 100 0.3 10 10
491 Darkrai 90 90 125 1.5 7 8.1
492 Shaymin 103 75 127 0.2 10 10
493 Arceus 120 120 120 3.2 10 10
494 Victini 100 100 100 0.4 10 10
495 Snivy 45 55 63 0.6 4.5 5.6
496 Servine 60 75 83 0.8 6 7.1
497 Serperior 75 95 113 3.3 7.5 8.6
498 Tepig 63 45 45 0.5 6.5 7.6
499 Pignite 93 55 55 1 9 10
500 Emboar 123 65 65 1.6 10 10
501 Oshawott 55 45 45 0.5 5.5 6.6
502 Dewott 75 60 60 0.8 7.5 8.6
503 Samurott 100 85 70 1.5 9.5 10
504 Patrat 55 39 42 0.5 4.5 5.6
505 Watchog 85 69 77 1.1 6 7.1
506 Lillipup 60 45 55 0.4 4.5 5.6
507 Herdier 80 65 60 0.9 6.5 7.6
508 Stoutland 110 90 80 1.2 8.5 9.6
509 Purrloin 50 37 66 0.4 4.1 5.2
510 Liepard 88 50 106 1.1 6.4 7.5
511 Pansage 53 48 64 0.6 5 6.1
512 Simisage 98 63 101 1.1 7.5 8.6
513 Pansear 53 48 64 0.6 5 6.1
514 Simisear 98 63 101 1 7.5 8.6
515 Panpour 53 48 64 0.6 5 6.1
516 Simipour 98 63 101 1 7.5 8.6
517 Munna 25 45 24 0.6 7.6 8.7
518 Musharna 55 85 29 1.1 10 10
519 Pidove 55 50 43 0.3 5 6.1
520 Tranquill 77 62 65 0.6 6.2 7.3
521 Unfezant 115 80 93 1.2 8 9.1
522 Blitzle 60 32 76 0.8 4.5 5.6
523 Zebstrika 100 63 116 1.6 7.5 8.6
524 Roggenrola 75 85 15 0.4 5.5 6.6
525 Boldore 105 105 20 0.9 7 8.1
526 Gigalith 135 130 25 1.7 8.5 9.6
527 Woobat 45 43 72 0.4 6.5 7.6
528 Swoobat 57 55 114 0.9 6.7 7.8
529 Drilbur 85 40 68 0.3 6 7.1
530 Excadrill 135 60 88 0.7 10 10
531 Audino 60 126 50 1.1 10 10
532 Timburr 80 55 35 0.6 7.5 8.6
533 Gurdurr 105 85 40 1.2 8.5 9.6
534 Conkeldurr 140 95 45 1.4 10 10
535 Tympole 50 40 64 0.5 5 6.1
536 Palpitoad 65 55 69 0.8 7.5 8.6
537 Seismitoad 95 75 74 1.5 10 10
538 Throh 100 85 45 1.3 10 10
539 Sawk 125 75 85 1.4 7.5 8.6
540 Sewaddle 53 70 42 0.3 4.5 5.6
541 Swadloon 63 90 42 0.5 5.5 6.6
542 Leavanny 103 80 92 1.2 7.5 8.6
543 Venipede 45 59 57 0.4 3 4.1
544 Whirlipede 55 99 47 1.2 4 5.1
545 Scolipede 100 89 112 2.5 6 7.1
546 Cottonee 27 60 66 0.3 4 5.1
547 Whimsicott 67 85 116 0.7 6 7.1
548 Petilil 35 50 30 0.5 4.5 5.6
549 Lilligant 60 75 90 1.1 7 8.1
550 Basculin 92 65 98 1 7 8.1
551 Sandile 72 35 65 0.7 5 6.1
552 Krokorok 82 45 74 1 6 7.1
553 Krookodile 117 80 92 1.5 9.5 10
554 Darumaka 90 45 50 0.6 7 8.1
555 Darmanitan 30 105 55 1.3 10 10
556 Maractus 86 67 60 1 7.5 8.6
557 Dwebble 65 85 55 0.3 5 6.1
558 Crustle 105 125 45 1.4 7 8.1
559 Scraggy 75 70 48 0.6 5 6.1
560 Scrafty 90 115 58 1.1 6.5 7.6
561 Sigilyph 58 80 97 1.4 7.2 8.3
562 Yamask 30 85 30 0.5 3.8 4.9
563 Cofagrigus 50 145 30 1.7 5.8 6.9
564 Tirtouga 78 103 22 0.7 5.4 6.5
565 Carracosta 108 133 32 1.2 7.4 8.5
566 Archen 112 45 70 0.5 5.5 6.6
567 Archeops 140 65 110 1.4 7.5 8.6
568 Trubbish 50 62 65 0.6 5 6.1
569 Garbodor 95 82 75 1.9 8 9.1
570 Zorua 65 40 65 0.7 4 5.1
571 Zoroark 105 60 105 1.6 6 7.1
572 Minccino 50 40 75 0.4 5.5 6.6
573 Cinccino 95 60 115 0.5 7.5 8.6
574 Gothita 30 50 45 0.4 4.5 5.6
575 Gothorita 45 70 55 0.7 6 7.1
576 Gothitelle 55 95 65 1.5 7 8.1
577 Solosis 30 40 20 0.3 4.5 5.6
578 Duosion 40 50 30 0.6 6.5 7.6
579 Reuniclus 65 75 30 1 10 10
580 Ducklett 44 50 55 0.5 6.2 7.3
581 Swanna 87 63 98 1.3 7.5 8.6
582 Vanillite 50 50 44 0.4 3.6 4.7
583 Vanillish 65 65 59 1.1 5.1 6.2
584 Vanilluxe 95 85 79 1.3 7.1 8.2
